label,sentence
0,"- Общее понимание компьютерного зрения, желателен опыт работы с OpenCV, ONNX, Torch;"
0,Плюсом будет:
0,"- Навык работы с GStreamer, Intel DL Streamer, NVIDIA DeepStream;"
0,- Опыт разработки систем массового обслуживания;
0,- Опыт сборки ядра Linux на ARM-устройствах.
0,По всем вопросам писать: @Nebeddag
0,"От себя могу добавить, что команда очень классная, задачки встречаются самые разные, сберовская бюррократия конечно же имеет место быть, но внутри нашего блока все довольно человечно."
0,Вид с 28ого этажа прикольный :)
0,Всем привет!
0,Ищем амбициозных Middle PHP + Laravel разработчиков!
0,Зарплатная вилка от 120.000 до 180.000 ₽
0,Занятость: проектная
0,Компания: Skweb
0,Формат: удаленка
0,"Мы работаем с онлайн-школами и корпоративными университетами, которым предоставляем платформу для организации процесса обучения."
0,Наша работа состоит в развитии уже готовой платформы.
0,"Ищем человека, который готов включиться в развитие таких платформ для онлайн-школ."
0,Основные используемые технологии на проекте:
0,Back-end: PHP+Laravel
0,Front-end: JS+Vue.js
0,СУБД: PostgreSQL/MySQL
0,Общение: Telegram/Discord
0,Чем вы будете заниматься:
0, ⁃ Разрабатывать и поддерживать микросервисы продукта;
0, ⁃ Проектировать микросервисы;
0," ⁃ Поддерживать и развивать текущий функционал, а также писать новый;"
0, ⁃ Покрытие кода тестами;
0, ⁃ Участвовать в обсуждении новой функциональности;
0, ⁃ Проектировать СУБД.
0,Чего мы ждем от вас:
0," ⁃ Хорошие знания PHP, Laravel, MySQL или PostgresSQL;"
0, ⁃ Понимание принципов построения REST;
0, ⁃ Релевантный опыт работы от 1 года;
0, ⁃ Опыт работы с Git;
0, ⁃ Опыт работы в команде.
0,Приветствуется:
0, ⁃ Опыт работы по методологии Scrum;
0, ⁃ Наличие опыта работы в формате спринтов.
0,Какие условия мы предлагаем:
0, ⁃ Полностью удаленная работа;
0, ⁃ Быстрый карьерный рост;
0, ⁃ Возможность брать более широкую ответственность;
0, ⁃ Гибкий график.
0,По всем вопросам писать в Telegram @k1rm1
0,МФТИ.
0,Лаборатория цифровых систем
0,"Полная занятость, полный день"
0,Вилка 100к - 150к
0,Обязанности:
0,Разработка  клиент-серверного ПО для обработки
0,изображений
0,Разработка и поддержка внутреннего программного обеспечения
0,Требования:
0,Желательно
0,Vue.js
0,Условия:
0,"Современный офис в г. Долгопрудный (15 минут общественным транспортом от станций метро Окружная, Тимирязевская, Алтуфьево)"
0,Возможно предоставление служебного жилья
0,Трудоустройство по ТК РФ
0,"Публикация результатов работ в ведущих изданиях, участие в российских и международных конференциях"
0,Молодой и дружный коллектив
0,- пишите мне в личку
0,Название компании: Datana
0,Должность: Team lead команды разработки
0,"Город и адрес офиса: Москва, Мурманский проезд, 14к1, м. Алексеевская"
0,"Формат работы: можно полностью удаленно, но в идеале 2-3 раза в неделю появляться в офисе."
0,Занятость: полная
0,Зарплатная вилка: от 300к до 350к на руки
0,Описание вакансии:
0,Всем привет!
0,Компания Datana занимается внедрением CV и ML решений для оптимизации производственных процессов в металлургической промышленности.
0,Нам нужен тимлид разработки:
0,Требования
0,Опыт работы в роли Team Lead  команды разработки > 2 лет
0,"Опыт разработки систем, под капотом которых ML, CV, получение и анализ потоковых данных"
0,Опыт управления полноценной командой (аналитика- разработка -тестирование-delivery от аналитики до production)
0,"Знание паттернов сбора, анализа и управление требованиями"
0,Знание паттернов тестирования
0,"Хорошее знание используемого стека разработки (Java 11, Kotlin, Docker, Kubernetes, Hibernate, Apache Camel, Spring Boot, Kafka, postgres, ELK, Cassandra, Gitlab CI/CD, Websocket, OpenAPI, OpenCV)"
0,Опыт построения решений в микросервисной архитектуре
0,Опыт в проектировании систем (хорошая оценка в секции дизайна)
0,Обязанности
0,"Матричное управление 2-3 командами разработки (аналитики, разработчики, QA инженеры, CI\CD) – управление командой, контроль качества работы, решение сложных вопросов, мастер-контроль архитектурных решений"
0,Проектирование архитектуры решения
0,Определение стека разработки для новых сервисов
0,Обсуждение требований и участие в планировании развития продукта
0,Придется кодить самому
0,"Найм, решение конфликтных вопросов и контроль настроения разработчиков в командах"
0,"Ведение общих активностей по всем разработчикам (общие встречи, обучение, коучинг и т.п.)"
0,"Выстраивание процесса и контроль рефакторинга и ревью кода, написанного разработчиками"
0,"Контроль и оптимизация процессов CI, CD"
0,Контакты: HR @PuzakovMM Пузаков Михаил
0,@rddoronin - могу ответить на ваши вопросы про компанию и нашу деятельность
0,📌Quant/ML Researcher (HFT)
0,Компания: Alber Blanc
0,Локация: г. Санкт-Петербург (ст.м.
0,"Беговая) или г. Лимасол, Кипр"
0,"Формат работы: офис, гибкий график"
0,Вилка: $6000-10000 net + бонусы
0,"Alber Blanc is a proprietary trading firm with focus on HFT-algorithmic strategies that holds a portfolio of innovative companies in the field of finance, digital assets, telecommunications and autonomous flying vehicles."
0,Our projects are connected to each other and our team works in close collaboration.
0,"Starting with one project 10 years ago, now we have four branches and look forward to starting new ones and reaching new heights."
0,"We are looking primarily for someone who has not only experience in building ML models and pipelines, but someone who understands how to tweak the algorithms and research how the strategies perform etc."
0,"The perfect candidate for this position will have an engineering mindset, excellent problem solving and analytical skills and a strong mathematical background."
0,"You will be carrying out fundamental research, working directly with traders to research Alpha’s and understand their returns."
0,We’ll trust you:
0,"• Alpha research, execution research and models performance optimization"
0,• Perform quantitative research as a part of a team to develop and backtest different ML and statistical models
0,• Apply advanced mathematical and statistical methods to build financial models and apply ML to large data sets
0,• Explore new trading ideas by analyzing market data and optimize models in close collaboration with other quants
0,"• Stay up to date with state-of-the-art technologies and tools including technical libraries, computing environments and academic research"
0,We’re looking for:
0,"• Advanced degree in Applied Mathematics, Physics, Computer Science etc."
0,as well as similar experience in the field of Quantitative Finance
0,"• Excellent knowledge of probability and statistics, including experimental design, predictive modeling, optimization and inference"
0,"• Solid understanding of ML fundamentals, workflows and how to deal with large data sets for analytical approach and quantitative methods"
0,• Experience in analytics and data science with focusing on time series domain and deploying statistical and ML models into production
0,• Experienced with high-or-mid frequency trading strategies (systematic intraday trading)
0,• Highly proficient in C++/Python and passionate about Math/DS/ML
0,We offer you:
0,• To join our new promising R&D-direction and wide range of challenging non-trivial tasks
0,"• To be a part of a data-driven team of highly motivated and skilled engineers, architects, and mathematicians"
0,"• Cutting edge hardware and software in production (fast CPUs and network cards, fresh Linux and GCC, Conan for package management, latest Boost)"
0,"• No pressure from management, flexible workflow and wide range of opportunities to realize your own ideas"
0,"• Competitive salary, social benefits and relocation support"
0,"• Twice per year we have a performance review, according to the results of which you can count on a bonus equal to your annual salary or even more"
0,"📌 To apply, please, send your CV to @ValentinGrankin"
0,(We also pay referral bonuses equal to a month salary)
0,Компания: START
0,Позиция: Data Scientist
0,"Локация: Москва, гибрид, удаленка +- 4 часа от часового пояса москвы"
0,Вилка: 230 - 300 gross + 10% полугодовая премия по kpi
0,Основная задача - улучшать рекомендательные продукты сервиса
0,Ваши задачи:
0,Улучшение качества user-2-item и item-2-item моделей
0,Разработка learning to rank моделей
0,Определение и формализация целевых метрик
0,Улучшение инфраструктуры для функционирования рекомендательной системы
0,Мы ожидаем:
0,Высшее техническое образование
0,Аналогичный опыт работы на позиции Data Scientist/Data Analyst от 2 лет
0,Опыт написания продакшен кода на Python
0,Уверенный SQL
0,Владение git/bash/docker
0,Понимание основных ML алгоритмов
0,"Знания: Python, Airflow, SQL, ClickHouse, Git, Docker, bash, Strong ML"
0,"Желательно: опыт работы с персонализированными продуктами на основе данных (рек системы, аплифт модели, маркетинговые модели), опыт построения рекомендательных систем, опыт проведения А/Б тестов."
0,Позиция: Data Analyst
0,"Локация: Москва, гибрид, удаленка +- 4 часа от часового пояса москвы"
0,Вилка: 180 - 250 gross + 10% полугодовая премия по kpi
0,Обязанности:
0,Разработка системы автоматизации расчетов АБ экспериментов
0,Разработка системы метрик и мониторинга рекомендательной системы
0,Разработка системы маркетинговых взаимодействий с пользователями на основе данных
0,Требования:
0,Высшее техническое образование
0,Опыт работы в аналитике данных от 2-х лет
0,Опыт проведения и автоматизации A/B тестов
0,Опыт взаимодействия с заказчиками
0,"Знания Python, Airflow, SQL, ClickHouse, Git, A/B тестирования, математической статистики"
0,"Желательно: Postgres, Tableau, базовое понимание ML"
0,(и кусок от hr)
0,Работа в START - это:
0,"Конкурентная зарплата, система бонусов"
0,Расширенная ДМС программа со стоматологией
0,Возможность удаленной работы
0,"Полное соблюдение ТК РФ (оформление, оплата больничных, отпусков и пр.)"
0,Свободный от дресс-кода и формального подхода к работе коллектив
0,Уютный офис в центре Москвы (м. Киевская)
0,Возможность пользоваться корпоративной библиотекой (свыше 1000 книг)
0,"Аналитик данных, Junior-Middle data analyst"
0,"Название компании: ООО “Шинсейл” (аккредитованная IT компания, Резидент Сколково, >150 коллег)"
0,Сайт продукта: shinsale.ru
0,Формат работы: Гибрид или Удалёнка
0,"Занятость: Частичная (part-time) (3-4 часа в день, но лучше даже на полную, мы гибкие, поможем совмещать)"
0,Зарплатная вилка: от 80к до 130к рублей на руки (зависит от опыта и занятости)
0,Привет!
0,"Меня зовут Сергей, я CEO и основатель shinsale."
0,За последний год наша выручка > 500 млн.
0,"ShinSale — прибыльная компания, основанная с нуля 4 года назад, которая работает на стыке re-commerce и e-commerce."
0,"Наша команада состоит в основном из физиком и математиков, что позволяет каждый год расти x2-3."
0,"Приходите к нам, сейчас самое время!"
0,"У нас интересно, мы еще не большая корпорация, но уже не стартап."
0,".. Вообще-то я уже писал ровно это сообщение 2 месяца назад, и мы набрали 3-х аналитиков и это действительно преобразило нашу компанию, все в аналитике начало расцветать."
0,"Сейчас мы продолжаем строить новые дашборды, занимаемся динамическим ценообразованием, автоматизацией рекламы и другими сложными задачами, которые дают реальный эффект для бизнеса."
0,"@Puffy_wind как раз пришел тогда, прекрасно себя проявил, стал тимлидом аналитики и вы будете работать непосредственно с ним (ФОПФ МФТИ), техническим директором (мехмат МГУ, data science team lead в VK), коммерческим директором (ВМК МГУ) и мной (ФизФак МГУ, РЭШ)."
0,"Приходите к нам, у нас реально крутые задачи, классная атмосфера и математический mindset."
0,Технологии:
0,"SQL (без него никуда), Python (желательно, но необязательно), всему остальному научим"
0,Контакты: пишите лично мне @oganesian.
0,"Кстати, абсолютно норм, если ты студент старших курсов."
0,"Да хоть младших, главное хотеть работать и создавать что-то."
0,"PS: Нужно закрыть вакансию до конца октября, поэтому оффер возможен на следующий день после собеседования."
0,"Приоритет ФОПФ (❤️), ФИВТ и ФУПМ."
0,Должность стажер в Сбер
0,"Город Москва, Кутузовская"
0,Вилка 57 700 gross за 40 часов.
0,Можно part-time
0,Режим работы: смешанный - желательно иногда в офисе появляться
0,Описание вакансии Всем привет!
0,"Ищу себе в команду (сервис “Новостной мониторинг”, Сбер) стажёра."
0,"По правилам стажировки можно взять только тех, кто сейчас очно учится в ВУЗе."
0,"Мы занимаемся разработкой NLP моделей для анализа новостного потока: NER, entity linking, классификация."
0,Сейчас ищем аналитика с уклоном в DS.
0,"Задачи, которые можем предложить на стажировку:"
0,"• Суммаризация новостей (генерим саммари и смотрим, насколько теряется инфа о событии/заемщике)"
0,• Тематическое моделирование (мировые тренды)
0,"• Анализ алгоритмов мэтчинга сущностей, найденных в тексте, с тем, что есть в БД"
0,Требования:
0,• Умение внятно излагать свои мысли и представлять результаты своей работы
0,"• Уверенный Python, умение разбираться в чужом коде"
0,• Понимание основных принципов и алгоритмов классического ML
0,• Базовое понимание области NLP
0,"• БД: PostgreSQL, знание ElasticSearch будет плюсом"
0,"Стажировка обычно продолжается 3-6 месяцев, но тех, кто норм будет справляться, можно взять на джуна и быстрее."
0,Контакты @anton_srk
0,Краткое описание
0,"Ищем дополнительных авторов на курс Математика для МЛ/ДЛ для мотивированных школьников-олимпиадников 9-11 классов, которые уже изучают МЛ/ДЛ, участвуют во всероссийской олимпиаде по анализу данных, но испытывают затруднения из-за нехватки багажа по математике."
0,Вилка: 5-10к чистыми за один урок на 5-10 минут
0,Должность: автор материалов курса по математике для школьников
0,Занятость: проектная
0,Формат: удаленно + 1-2 дня очно для съемок в ФизтехПарке на Новодачной
0,Описание: https://www.notion.so/110c3611eb0c4f62a2fe960f6b6518b4
0,Контакт: @LizaZhadik
0,Java разработчики в команду интеграции SberCRM – 1С
0,1) Java Senior разработчик + Team Lead
0,2) Java Senior/Middle разработчик
0,SberCRM – облачное SaaS b2b решение для управления процессом продаж.
0,"CRM продаётся как в сегменте малого и среднего бизнеса, так и крупным компаниям."
0,Команда интеграции SberCRM-1С разрабатывает интеграционные решения для улучшения пользовательского опыта и снижения затрат на процессы продаж и документооборота:
0,• Создаёт и дорабатывает модуль CRM по интеграции с учётными системами 1С (самостоятельная и шаблонная интеграции для малого и среднего бизнеса)
0,• Реализует проекты по кастомизированной интеграции для крупных предприятий
0,• Организовывает поддержку пользователей.
0,"Задачи, которыми нужно будет заниматься:"
0,"• Участие в проекте в роли разработчика (примеры задач: разработка модуля тарификации, разработка мастера интеграционных конфигураций, написание кода для обмена новыми типами данных, кастомизация кода под конфигурации 1С, доработка существующего решения)"
0,"• Для Team lead: выстраивание процесса разработки, управления разработкой в соответствии с гибкими методологиями, валидация pull requests других разработчиков команды"
0,"• Проектирование технический решений, проработка и валидация его архитектуры (например, выбор способа интеграции: OData vs REST API)"
0,• Разработка автоматизированных и unit тестов
0,"• Диагностирование ошибок и сбоев, исправление причин."
0,Подходящий кандидат на эту позицию:
0,• Обладает опытом разработки на Java от 3 лет
0,• Уверенно владеет Java 8 и выше
0,"• Знает Spring (Core, Boot, MVC, JPA, Security)"
0,"• Знает SQL и имеет опыт работы с реляционными СУБД, понимает особенности PostgreSQL"
0,• Работал с ORM (лучше Hibernate)
0,"• Работал с фреймворками и библиотеками тестирования: JUnit, Mockito"
0,• Отлично знает GIT.
0,"Будет преимуществом, если кандидат:"
0,• Имеет опыт построения сервисов «с нуля» на проектах с микросервисной архитектурой
0,"• Работал с Apache Kafka, Docker, Kubernetes / OpenShift"
0,"• Слышал о Istio, ELK/EFK, Spring Cloud"
0,"• Имел опыт взаимодействия с OData и REST API, системами 1С"
0,• Участвовал в проектах по интеграции систем
0,Условия:
0,• Современный Agile-home на Кутузовском проспекте (+ возможность работы удалённо)
0,• Работа в организации со статусом «ИТ компании»
0,• Возможность профильного обучения за счет компании
0,"• Стабильная, конкурентная «белая» заработная плата (оклад + премии)"
0,• Льготные условия по кредитам Сбербанка
0,"• ДМС, страхование от несчастных случаев и социальные гарантии"
0,Вилка ЗП
0,300-450 тыс Р в зависимости от уровня позиции
0,По вопросам пишите @sergey_vlad
0,Всем привет!
0,Ищем амбициозных Junior+/Middle PHP + Laravel разработчиков!
0,Зарплатная вилка от 110.000 до 180.000 ₽
0,Организация: Skweb
0,Занятость: проектная
0,Формат: удаленная работа
0,"Мы работаем с онлайн-школами и корпоративными университетами, которым предоставляем платформу для организации процесса обучения."
0,Наша работа состоит в развитии уже готовой платформы.
0,"Ищем человека, который готов включиться в развитие таких платформ для онлайн-школ."
0,Основные используемые технологии на проекте:
0,Back-end: PHP+Laravel
0,Front-end: JS+Vue.js
0,СУБД: PostgreSQL/MySQL
0,Общение: Telegram/Discord
0,Чем вы будете заниматься:
0, ⁃ Разрабатывать и поддерживать микросервисы продукта;
0, ⁃ Проектировать микросервисы;
0," ⁃ Поддерживать и развивать текущий функционал, а также писать новый;"
0, ⁃ Покрытие кода тестами;
0, ⁃ Участвовать в обсуждении новой функциональности;
0, ⁃ Проектировать СУБД.
0,Чего мы ждем от вас:
0," ⁃ Хорошие знания PHP, Laravel, MySQL или PostgresSQL;"
0, ⁃ Понимание принципов построения REST;
0, ⁃ Релевантный опыт работы от 1 года;
0, ⁃ Опыт работы с Git;
0, ⁃ Опыт работы в команде.
0,Приветствуется:
0, ⁃ Опыт работы по методологии Scrum;
0, ⁃ Наличие опыта работы в формате спринтов.
0,Какие условия мы предлагаем:
0, ⁃ Полностью удаленная работа;
0, ⁃ Быстрый карьерный рост;
0, ⁃ Возможность брать более широкую ответственность;
0, ⁃ Гибкий график.
0,По всем вопросам писать в Telegram @k1rm1
0,Должность: NLP Engineer
0,Формат работы: remote
0,Занятость: проект
0,Зарплатная вилка: 35-45$ per hour
0,Описание вакансии:
0,"Ищем NLP Engineer, чтобы заниматься улучшением генеративной модели (GPT-based)."
0,"Нужно будет обучать модельки, запускать эксперименты, оптимизировать под production."
0,"Точно нужен хороший Python, опыт с hf transformers и умение писать чистый код."
0,В идеале - предыдущий опыт работы c GPT и запуск моделей в production.
0,"Нужен минимум парт-тайм на 20 часов в неделю, отлично подходит тем у кого уже есть солидные знания в NLP и хочется получить побольше опыт работы с Language Models."
0,"Если все пройдет успешно, то готовы обсуждать фултайм и работу над другими NLP проектами."
0,Контакты: @whiteRa2bit
0,WordPress Plugin Developer
0,Experience: worked on live WordPress plugins/ develop WordPress plugins which are live on the market.
0,"Payment: it depends on your reference, for the start 8-18 € per hour or fixed for a projectstep."
0,"Workload: online, part-time, with Wordpress codex, English speaking team."
0,Goal: To develop the easiest product on the market of cookie solutions.
0,The key feature should be that a non-tech customer can use it in a way that the cookie plugin tells him /detect which tracking codes are actually on the website.
0,The problem of the market here is we have only complex solutions that customers are not able to edit on their own.
0,"About us: marketing agency, located in Germany."
0,"Our team is young international, which have a lot of projects, huge workload with big and small german companies."
0,"The projects are about e-commerce web design, SEO and advertising."
0,It’s really interesting to have long-term relationships with our developers.
0,We are looking for people who think and push forward.
0,Thanks for your applying!
0,"Best regards, Oliver"
0,Send me please one or two your work examples to my email: mahrle.oliver@gmail.com
0,🖥 Ищем Fullstack разработчика на Python3
0,120-180к / мес
0,Мы молодой финтех стартап - разрабатываем систему рассрочек для онлайн школ.
0,"У нас есть первая тысяча клиентов и работающий прототип, который мы постоянно расширяем."
0,Основатель - выпускник Физтеха
0,Ищем человека на удаленку.
0,"Ожидаем, что ты:"
0,• Умеешь в Python3/Django/SQL/Rest API/Heroku
0,• Имеешь минимальные знания Bootstrap/CSS/JS для прототипирования
0,"Будет плюсом, если ты знаешь:"
0,+ Создавать и дорабатывать приложения на Vue.js
0,+ Умеешь писать Tg ботов
0,+ Работать с PDF документами из Python
0,Чем предстоит заниматься:
0,"> Поддерживать и расширять существующий функционал - дорабатывать фронт и бэк, исправлять ошибки (Sentry), писать ботов, шаблонизаторы документов"
0,> Писать документацию
0,> Покрывать код тестами
0,Условия:
0,@fnceba
0,Ищем Аналитика-математика
0,"Город и адрес офиса: Москва, Севастопольский пр-кт, 47А (метро Профсоюзная, Нахимовский проспект)"
0,Формат работы: офис с возможностью комбинированного графика
0,Занятость: полная
0,Зарплатная вилка: от 130 до 250  тыс.руб.
0,(net)
0,Компания: ООО «НИИ Транснефть»
0,Ищем:
0,Аналитиков-математиков с различным стажем и опытом.
0,Подробнее о нас:
0,"Мы R&D команда ООО ""НИИ Транснефть"", работающая над интересными проектами в сфере разработки программного обеспечения, автоматизируя ручной труд сотрудников ПАО ""Транснефть""."
0,"Аналогов наших продуктов в мире практически не существует и каждый из них основан на результатах исследований, тестирования гипотез и математических изысканий."
0,"Мы проводим глубинные интервью, выявляем боли заинтересованных лиц, определяем слабые стороны существующего на производстве софта и исходя из полученных предпосылок формируем действительно полезный для конечного пользователя продукт."
0,"В данный момент формируется команда для новых проектов автоматизации транспортного, технологического и диспетчерского секторов ПАО ""Транснефть"" и нам нужны аналитики-математики со знаниями высшей математики, теории графов, решении оптимизационных задач, алгоритмов и/или физики течения жидкости."
0,"Кандидат может быть как экспертом в одной из перечисленных областей, так и обладать достаточной эрудицией, чтобы погрузиться в задачи из нескольких областей сразу."
0,"Большим плюсом будет опыт программирования на любом языке, наиболее релевантны - Python, Matlab."
0,Об основных задачах:
0,▪️Математическая постановка автоматизируемых бизнес-задач;
0,▪️Формирование прототипов алгоритмов на основе имеющихся методик решения прикладных задач;
0,▪️Участие в разработке алгоритмов решения новых прикладных задач;
0,▪️Формирование технического описания алгоритмов  для имплементации разработанных алгоритмов в промышленный код разработчиками ПО;
0,▪️Участие в юнит-тестировании и верификации внедренных разработчиками решений;
0,"▪️Взаимодействие со всеми участниками процесса: заказчиками, дизайнерами, разработчиками, тестировщиками и менеджерами;"
0,▪️Участие в консультативной роли при написании проектной документации по стандартам ГОСТ техническими писателями;
0,С вопросами и предложениями к: @konstantin_tosakov
0,"Системный разработчик на C. Middle, middle+"
0,"Город и адрес офиса: г. Черноголовка, Первый проезд, д."
0,4
0,"Формат работы: офис или удаленка, обсуждаемо"
0,"Занятость: полная, частичная, обсуждаемо"
0,Зарплатная вилка: от 110к до 200к
0,Необходимый минимум:
0,"— Коммерческий опыт разработки на языке C от 2 лет, есть завершенные проекты в продакшене;"
0,— Опыт разработки модулей ядра Linux;
0,"— Отличное знание сетевых протоколов, опыт работы с ними;"
0,— Есть хорошее понимание в сфере интернет безопасности;
0,— Желание разбираться с новейшими веяниями в области сетей и разработки программного обеспечения для них;
0,Будет плюсом:
0,"— Наличие сертификатов о прохождении курсов по информационной безопасности и сетевых, например Cisco;"
0,"— Если вы хотите переехать в Московскую область (Черноголовка), но не обязательно."
0,Поможем с переездом;
0,Задачи:
0,"— Разработка систем дешифровки, обработки, шифрования трафика на различных сетевых протоколах;"
0,— Разработка модулей ядра и других компонентов системы Linux;
0,— Исследование новых сетевых протоколов и доработка предыдущих решений по результатам исследований;
0,Название компании: https://artx.ru/
0,Наша команда создает софт для городской среды и бизнеса.
0,"Мы делаем доступными и безопасными инструменты, направленные на автоматизацию систем городского жизнеобеспечения, бизнеса и защиту сетевого трафика."
0,Мы аккредитованная IT-компания + телекомммуникационная компания - это двойная отсрочка от армии для наших работников.
0,"Если заинтересовало, пишите @tasyakemova"
0,Привет!
0,"Меня зовут Артур Самигуллин, я тимлид продуктовых и BI-аналитиков SberDevices."
0,Ищу middle+/senior продуктового аналитика на направление по мобильному приложению СалютАпп (iOS+Android).
0,"Вилка 200-400к до вычета налогов, возможна удаленная работа по РФ в Московском часовом поясе."
0,"С нас интересные задачи по продуктовой аналитике направления и возможность выстроить аналитику направления, с вас - горящие глаза, опыт и скиллы из описания вакансии."
